Model,Architecture,Device,Time_seconds
TVAE,"(64, 32)",CUDA,0.2634
TVAE,"(64, 32)",CUDA,0.262
TVAE,"(64, 32)",CUDA,0.2979
TVAE,"(64, 32)",CUDA,0.2567
TVAE,"(64, 32)",CUDA,0.241
TVAE,"(64, 32)",CUDA,0.2427
TVAE,"(64, 32)",CUDA,0.2801
TVAE,"(64, 32)",CUDA,0.2463
TVAE,"(64, 32)",CUDA,0.2403
TVAE,"(64, 32)",CUDA,0.2628
TVAE,"(64, 32)",CUDA,0.2841
TVAE,"(64, 32)",CUDA,0.2548
TVAE,"(64, 32)",CUDA,0.2649
TVAE,"(64, 32)",CUDA,0.2524
TVAE,"(64, 32)",CUDA,0.2735
TVAE,"(64, 32)",CUDA,0.2541
TVAE,"(64, 32)",CUDA,0.2439
TVAE,"(64, 32)",CUDA,0.2508
TVAE,"(64, 32)",CUDA,0.2956
TVAE,"(64, 32)",CUDA,0.2672
TVAE,"(64, 32)",CUDA,0.2604
TVAE,"(64, 32)",CUDA,0.2656
TVAE,"(64, 32)",CUDA,0.2888
TVAE,"(64, 32)",CUDA,0.245
TVAE,"(64, 32)",CUDA,0.2424
TVAE,"(64, 32)",CUDA,0.2385
TVAE,"(64, 32)",CUDA,0.2771
TVAE,"(64, 32)",CUDA,0.258
TVAE,"(64, 32)",CUDA,0.2438
TVAE,"(64, 32)",CUDA,0.2735
TVAE,"(64, 32)",CUDA,0.2756
TVAE,"(64, 32)",CUDA,0.2625
TVAE,"(64, 32)",CUDA,0.2651
TVAE,"(64, 32)",CUDA,0.3014
TVAE,"(64, 32)",CUDA,0.2701
TVAE,"(64, 32)",CUDA,0.2752
TVAE,"(64, 32)",CUDA,0.2441
TVAE,"(64, 32)",CUDA,0.2711
TVAE,"(64, 32)",CUDA,0.2521
TVAE,"(64, 32)",CUDA,0.2501
TVAE,"(64, 32)",CUDA,0.2455
TVAE,"(64, 32)",CUDA,0.2817
TVAE,"(64, 32)",CUDA,0.2676
